,Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Other people in need of international protection,Stateless persons,Host Community,Others of concern
969,1999,Ukraine,UKR,Finland,FIN,5,0.0,0.0,-,0.0,-,0.0
970,1999,Ukraine,UKR,France,FRA,367,0.0,0.0,-,0.0,-,0.0
957,1999,Uganda,UGA,Denmark,DNK,188,0.0,0.0,-,0.0,-,0.0
941,1999,Türkiye,TUR,Denmark,DNK,90,0.0,0.0,-,0.0,-,0.0
940,1999,Türkiye,TUR,Belgium,BEL,1758,0.0,0.0,-,0.0,-,0.0
939,1999,Türkiye,TUR,Austria,AUT,510,0.0,0.0,-,0.0,-,0.0
910,1999,Tajikistan,TJK,Sweden,SWE,29,0.0,0.0,-,0.0,-,0.0
911,1999,Tajikistan,TJK,Switzerland,CHE,6,0.0,0.0,-,0.0,-,0.0
912,1999,Tajikistan,TJK,Ukraine,UKR,34,0.0,0.0,-,0.0,-,0.0
913,1999,Turkmenistan,TKM,Netherlands (Kingdom of the),NLD,7,0.0,0.0,-,0.0,-,0.0
914,1999,Turkmenistan,TKM,Norway,NOR,8,0.0,0.0,-,0.0,-,0.0
915,1999,Turkmenistan,TKM,Sweden,SWE,49,0.0,0.0,-,0.0,-,0.0
916,1999,Turkmenistan,TKM,Switzerland,CHE,7,0.0,0.0,-,0.0,-,0.0
917,1999,Turkmenistan,TKM,Ukraine,UKR,7,0.0,0.0,-,0.0,-,0.0
918,1999,Togo,TGO,Austria,AUT,9,0.0,0.0,-,0.0,-,0.0
919,1999,Togo,TGO,Belgium,BEL,107,0.0,0.0,-,0.0,-,0.0
920,1999,Togo,TGO,Denmark,DNK,14,0.0,0.0,-,0.0,-,0.0
921,1999,Togo,TGO,Finland,FIN,5,0.0,0.0,-,0.0,-,0.0
922,1999,Togo,TGO,France,FRA,143,0.0,0.0,-,0.0,-,0.0
923,1999,Togo,TGO,United Kingdom of Great Britain and Northern Ireland,GBR,25,0.0,0.0,-,0.0,-,0.0
924,1999,Togo,TGO,Italy,ITA,5,0.0,0.0,-,0.0,-,0.0
925,1999,Togo,TGO,Netherlands (Kingdom of the),NLD,161,0.0,0.0,-,0.0,-,0.0
926,1999,Togo,TGO,Norway,NOR,22,0.0,0.0,-,0.0,-,0.0
927,1999,Togo,TGO,Sweden,SWE,63,0.0,0.0,-,0.0,-,0.0
928,1999,Togo,TGO,Switzerland,CHE,11,0.0,0.0,-,0.0,-,0.0
929,1999,Tunisia,TUN,Austria,AUT,34,0.0,0.0,-,0.0,-,0.0
930,1999,Tunisia,TUN,Belgium,BEL,10,0.0,0.0,-,0.0,-,0.0
931,1999,Tunisia,TUN,Denmark,DNK,31,0.0,0.0,-,0.0,-,0.0
932,1999,Tunisia,TUN,France,FRA,293,0.0,0.0,-,0.0,-,0.0
933,1999,Tunisia,TUN,Italy,ITA,35,0.0,0.0,-,0.0,-,0.0
934,1999,Tunisia,TUN,Malta,MLT,7,0.0,0.0,-,0.0,-,0.0
935,1999,Tunisia,TUN,Netherlands (Kingdom of the),NLD,59,0.0,0.0,-,0.0,-,0.0
936,1999,Tunisia,TUN,Norway,NOR,39,0.0,0.0,-,0.0,-,0.0
937,1999,Tunisia,TUN,Sweden,SWE,152,0.0,0.0,-,0.0,-,0.0
938,1999,Tunisia,TUN,Switzerland,CHE,349,0.0,0.0,-,0.0,-,0.0
971,1999,Ukraine,UKR,Hungary,HUN,7,0.0,0.0,-,0.0,-,0.0
909,1999,Tajikistan,TJK,Poland,POL,5,0.0,0.0,-,0.0,-,0.0
972,1999,Ukraine,UKR,Iceland,ISL,5,0.0,0.0,-,0.0,-,0.0
974,1999,Ukraine,UKR,Italy,ITA,6,0.0,0.0,-,0.0,-,0.0
1008,1999,Stateless,XXA,Slovenia,SVN,0,0.0,0.0,-,0.0,-,11334.0
1009,1999,Stateless,XXA,Sweden,SWE,2189,0.0,0.0,-,0.0,-,0.0
1010,1999,Stateless,XXA,Switzerland,CHE,69,0.0,0.0,-,0.0,-,0.0
1011,1999,Stateless,XXA,Ukraine,UKR,0,0.0,0.0,-,0.0,-,260000.0
1012,1999,Tibetan,TIB,France,FRA,36,0.0,0.0,-,0.0,-,0.0
1013,1999,Tibetan,TIB,Switzerland,CHE,653,0.0,0.0,-,0.0,-,0.0
1014,1999,Unknown ,,Austria,AUT,1263,0.0,0.0,-,0.0,-,0.0
1015,1999,Unknown ,,Belgium,BEL,4407,0.0,0.0,-,0.0,-,0.0
1016,1999,Unknown ,,Belarus,BLR,0,0.0,0.0,-,0.0,-,160000.0
1017,1999,Unknown ,,Cyprus,CYP,0,0.0,0.0,-,0.0,-,5.0
1018,1999,Unknown ,,Czechia,CZE,216,0.0,0.0,-,0.0,-,0.0
1019,1999,Unknown ,,Denmark,DNK,166,0.0,0.0,-,0.0,-,0.0
1020,1999,Unknown ,,Finland,FIN,66,0.0,0.0,-,0.0,-,0.0
1007,1999,Stateless,XXA,Poland,POL,14,0.0,0.0,-,0.0,-,0.0
1021,1999,Unknown ,,France,FRA,21865,0.0,0.0,-,0.0,-,0.0
1023,1999,Unknown ,,Germany,DEU,925500,0.0,0.0,-,0.0,-,0.0
1024,1999,Unknown ,,Greece,GRC,3090,0.0,0.0,-,0.0,-,0.0
1025,1999,Unknown ,,Hungary,HUN,7,0.0,0.0,-,0.0,-,0.0
1026,1999,Unknown ,,Ireland,IRL,472,0.0,0.0,-,0.0,-,0.0
1027,1999,Unknown ,,Italy,ITA,31,0.0,0.0,-,0.0,-,0.0
1028,1999,Unknown ,,Luxembourg,LUX,700,0.0,0.0,-,0.0,-,0.0
1029,1999,Unknown ,,Netherlands (Kingdom of the),NLD,4725,0.0,0.0,-,0.0,-,0.0
1030,1999,Unknown ,,Norway,NOR,592,0.0,0.0,-,0.0,-,0.0
1031,1999,Unknown ,,Poland,POL,5,0.0,0.0,-,0.0,-,0.0
1032,1999,Unknown ,,Slovakia,SVK,18,0.0,0.0,-,0.0,-,0.0
1033,1999,Unknown ,,Sweden,SWE,4719,0.0,0.0,-,0.0,-,0.0
1034,1999,Unknown ,,Switzerland,CHE,38299,0.0,0.0,-,0.0,-,0.0
1035,1999,Unknown ,,Ukraine,UKR,0,0.0,0.0,-,0.0,-,1025.0
1022,1999,Unknown ,,United Kingdom of Great Britain and Northern Ireland,GBR,72530,0.0,0.0,-,0.0,-,0.0
1006,1999,Stateless,XXA,Norway,NOR,1762,0.0,0.0,-,0.0,-,0.0
1005,1999,Stateless,XXA,Netherlands (Kingdom of the),NLD,614,0.0,0.0,-,0.0,-,0.0
1004,1999,Stateless,XXA,Italy,ITA,7,0.0,0.0,-,0.0,-,0.0
975,1999,Ukraine,UKR,Netherlands (Kingdom of the),NLD,394,0.0,0.0,-,0.0,-,0.0
976,1999,Ukraine,UKR,Norway,NOR,6,0.0,0.0,-,0.0,-,0.0
977,1999,Ukraine,UKR,Sweden,SWE,179,0.0,0.0,-,0.0,-,0.0
978,1999,Ukraine,UKR,Switzerland,CHE,7,0.0,0.0,-,0.0,-,0.0
979,1999,Uruguay,URY,Sweden,SWE,15,0.0,0.0,-,0.0,-,0.0
980,1999,United States of America,USA,Netherlands (Kingdom of the),NLD,5,0.0,0.0,-,0.0,-,0.0
981,1999,United States of America,USA,Sweden,SWE,14,0.0,0.0,-,0.0,-,0.0
982,1999,Uzbekistan,UZB,Austria,AUT,5,0.0,0.0,-,0.0,-,0.0
983,1999,Uzbekistan,UZB,Denmark,DNK,12,0.0,0.0,-,0.0,-,0.0
984,1999,Uzbekistan,UZB,Netherlands (Kingdom of the),NLD,22,0.0,0.0,-,0.0,-,0.0
985,1999,Uzbekistan,UZB,Norway,NOR,21,0.0,0.0,-,0.0,-,0.0
986,1999,Uzbekistan,UZB,Sweden,SWE,40,0.0,0.0,-,0.0,-,0.0
987,1999,Venezuela (Bolivarian Republic of),VEN,Sweden,SWE,7,0.0,0.0,-,0.0,-,0.0
988,1999,Western Sahara,ESH,Switzerland,CHE,6,0.0,0.0,-,0.0,-,0.0
989,1999,Yemen,YEM,Denmark,DNK,12,0.0,0.0,-,0.0,-,0.0
990,1999,Yemen,YEM,United Kingdom of Great Britain and Northern Ireland,GBR,10,0.0,0.0,-,0.0,-,0.0
991,1999,Yemen,YEM,Netherlands (Kingdom of the),NLD,56,0.0,0.0,-,0.0,-,0.0
992,1999,Yemen,YEM,Norway,NOR,9,0.0,0.0,-,0.0,-,0.0
993,1999,Yemen,YEM,Sweden,SWE,22,0.0,0.0,-,0.0,-,0.0
994,1999,Yemen,YEM,Switzerland,CHE,7,0.0,0.0,-,0.0,-,0.0
995,1999,Yemen,YEM,Ukraine,UKR,5,0.0,0.0,-,0.0,-,0.0
996,1999,Zimbabwe,ZWE,United Kingdom of Great Britain and Northern Ireland,GBR,15,0.0,0.0,-,0.0,-,0.0
997,1999,Stateless,XXA,Austria,AUT,42,0.0,0.0,-,0.0,-,0.0
998,1999,Stateless,XXA,Cyprus,CYP,5,0.0,0.0,-,0.0,-,0.0
999,1999,Stateless,XXA,Czechia,CZE,0,0.0,0.0,-,0.0,-,2287.0
1000,1999,Stateless,XXA,Denmark,DNK,5414,0.0,0.0,-,0.0,-,0.0
1001,1999,Stateless,XXA,Finland,FIN,87,0.0,0.0,-,0.0,-,0.0
1002,1999,Stateless,XXA,France,FRA,778,0.0,0.0,-,0.0,-,0.0
1003,1999,Stateless,XXA,Hungary,HUN,11,0.0,0.0,-,0.0,-,0.0
973,1999,Ukraine,UKR,Ireland,IRL,8,0.0,0.0,-,0.0,-,0.0
519,1999,Rep. of Korea,KOR,United Kingdom of Great Britain and Northern Ireland,GBR,5,0.0,0.0,-,0.0,-,0.0
908,1999,Tajikistan,TJK,Norway,NOR,5,0.0,0.0,-,0.0,-,0.0
906,1999,Tajikistan,TJK,Finland,FIN,7,0.0,0.0,-,0.0,-,0.0
812,1999,Sierra Leone,SLE,Sweden,SWE,7,0.0,0.0,-,0.0,-,0.0
813,1999,Sierra Leone,SLE,Ukraine,UKR,7,0.0,0.0,-,0.0,-,0.0
814,1999,Solomon Islands,SLB,Netherlands (Kingdom of the),NLD,34,0.0,0.0,-,0.0,-,0.0
815,1999,Somalia,SOM,Austria,AUT,46,0.0,0.0,-,0.0,-,0.0
816,1999,Somalia,SOM,Belgium,BEL,238,0.0,0.0,-,0.0,-,0.0
817,1999,Somalia,SOM,Bulgaria,BGR,9,0.0,0.0,-,0.0,-,0.0
818,1999,Somalia,SOM,Cyprus,CYP,5,0.0,0.0,-,0.0,-,0.0
819,1999,Somalia,SOM,Czechia,CZE,7,0.0,0.0,-,0.0,-,0.0
820,1999,Somalia,SOM,Denmark,DNK,9561,0.0,0.0,-,0.0,-,0.0
821,1999,Somalia,SOM,Finland,FIN,2536,0.0,0.0,-,0.0,-,0.0
822,1999,Somalia,SOM,France,FRA,567,0.0,0.0,-,0.0,-,0.0
823,1999,Somalia,SOM,United Kingdom of Great Britain and Northern Ireland,GBR,18266,0.0,0.0,-,0.0,-,0.0
824,1999,Somalia,SOM,Hungary,HUN,30,0.0,0.0,-,0.0,-,0.0
811,1999,Sierra Leone,SLE,Romania,ROU,7,0.0,0.0,-,0.0,-,0.0
825,1999,Somalia,SOM,Ireland,IRL,141,0.0,0.0,-,0.0,-,0.0
827,1999,Somalia,SOM,Malta,MLT,6,0.0,0.0,-,0.0,-,0.0
828,1999,Somalia,SOM,Netherlands (Kingdom of the),NLD,18589,0.0,0.0,-,0.0,-,0.0
829,1999,Somalia,SOM,Norway,NOR,3604,0.0,0.0,-,0.0,-,0.0
830,1999,Somalia,SOM,Poland,POL,166,0.0,0.0,-,0.0,-,0.0
831,1999,Somalia,SOM,Romania,ROU,361,0.0,0.0,-,0.0,-,0.0
832,1999,Somalia,SOM,Slovakia,SVK,13,0.0,0.0,-,0.0,-,0.0
833,1999,Somalia,SOM,Sweden,SWE,7670,0.0,0.0,-,0.0,-,0.0
834,1999,Somalia,SOM,Switzerland,CHE,4736,0.0,0.0,-,0.0,-,0.0
835,1999,Somalia,SOM,Ukraine,UKR,5,0.0,0.0,-,0.0,-,0.0
836,1999,Viet Nam,VNM,Austria,AUT,299,0.0,0.0,-,0.0,-,0.0
837,1999,Viet Nam,VNM,Belgium,BEL,312,0.0,0.0,-,0.0,-,0.0
838,1999,Viet Nam,VNM,Czechia,CZE,85,0.0,0.0,-,0.0,-,0.0
839,1999,Viet Nam,VNM,Denmark,DNK,1935,0.0,0.0,-,0.0,-,0.0
826,1999,Somalia,SOM,Italy,ITA,195,0.0,0.0,-,0.0,-,0.0
810,1999,Sierra Leone,SLE,Norway,NOR,64,0.0,0.0,-,0.0,-,0.0
809,1999,Sierra Leone,SLE,Netherlands (Kingdom of the),NLD,570,0.0,0.0,-,0.0,-,0.0
808,1999,Sierra Leone,SLE,Malta,MLT,15,0.0,0.0,-,0.0,-,0.0
779,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ireland,IRL,1069,0.0,0.0,-,0.0,-,0.0
780,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Italy,ITA,1101,0.0,0.0,-,0.0,-,0.0
781,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,North Macedonia,MKD,21000,0.0,0.0,-,0.0,-,0.0
782,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Malta,MLT,98,0.0,0.0,-,0.0,-,0.0
783,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Netherlands (Kingdom of the),NLD,7038,0.0,0.0,-,0.0,-,0.0
784,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Norway,NOR,5985,0.0,0.0,-,0.0,-,0.0
785,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Poland,POL,14,0.0,0.0,-,0.0,-,0.0
786,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Romania,ROU,12,0.0,0.0,-,0.0,-,0.0
787,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,0.0,234900.0,-,0.0,-,0.0
788,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Slovakia,SVK,28,0.0,0.0,-,0.0,-,0.0
789,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Slovenia,SVN,1258,0.0,0.0,-,0.0,-,0.0
790,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Sweden,SWE,26333,0.0,0.0,-,0.0,-,0.0
791,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Switzerland,CHE,4481,0.0,0.0,-,0.0,-,0.0
792,1999,Serbia and Kosovo: S/RES/1244 (1999),SRB,Ukraine,UKR,22,0.0,0.0,-,0.0,-,0.0
793,1999,Senegal,SEN,Belgium,BEL,8,0.0,0.0,-,0.0,-,0.0
794,1999,Senegal,SEN,France,FRA,41,0.0,0.0,-,0.0,-,0.0
795,1999,Senegal,SEN,Netherlands (Kingdom of the),NLD,5,0.0,0.0,-,0.0,-,0.0
796,1999,Senegal,SEN,Sweden,SWE,11,0.0,0.0,-,0.0,-,0.0
797,1999,Seychelles,SYC,United Kingdom of Great Britain and Northern Ireland,GBR,25,0.0,0.0,-,0.0,-,0.0
798,1999,Sierra Leone,SLE,Austria,AUT,13,0.0,0.0,-,0.0,-,0.0
799,1999,Sierra Leone,SLE,Belgium,BEL,11,0.0,0.0,-,0.0,-,0.0
800,1999,Sierra Leone,SLE,Cyprus,CYP,5,0.0,0.0,-,0.0,-,0.0
801,1999,Sierra Leone,SLE,Denmark,DNK,25,0.0,0.0,-,0.0,-,0.0
802,1999,Sierra Leone,SLE,Finland,FIN,9,0.0,0.0,-,0.0,-,0.0
803,1999,Sierra Leone,SLE,France,FRA,39,0.0,0.0,-,0.0,-,0.0
804,1999,Sierra Leone,SLE,United Kingdom of Great Britain and Northern Ireland,GBR,405,0.0,0.0,-,0.0,-,0.0
805,1999,Sierra Leone,SLE,Hungary,HUN,24,0.0,0.0,-,0.0,-,0.0
806,1999,Sierra Leone,SLE,Ireland,IRL,5,0.0,0.0,-,0.0,-,0.0
807,1999,Sierra Leone,SLE,Italy,ITA,15,0.0,0.0,-,0.0,-,0.0
840,1999,Viet Nam,VNM,Finland,FIN,792,0.0,0.0,-,0.0,-,0.0
907,1999,Tajikistan,TJK,Netherlands (Kingdom of the),NLD,32,0.0,0.0,-,0.0,-,0.0
841,1999,Viet Nam,VNM,France,FRA,14143,0.0,0.0,-,0.0,-,0.0
843,1999,Viet Nam,VNM,Iceland,ISL,60,0.0,0.0,-,0.0,-,0.0
878,1999,Slovenia,SVN,Sweden,SWE,20,0.0,0.0,-,0.0,-,0.0
879,1999,Syrian Arab Rep.,SYR,Austria,AUT,85,0.0,0.0,-,0.0,-,0.0
880,1999,Syrian Arab Rep.,SYR,Belgium,BEL,103,0.0,0.0,-,0.0,-,0.0
881,1999,Syrian Arab Rep.,SYR,Cyprus,CYP,15,0.0,0.0,-,0.0,-,0.0
882,1999,Syrian Arab Rep.,SYR,Denmark,DNK,231,0.0,0.0,-,0.0,-,0.0
883,1999,Syrian Arab Rep.,SYR,Finland,FIN,27,0.0,0.0,-,0.0,-,0.0
884,1999,Syrian Arab Rep.,SYR,France,FRA,174,0.0,0.0,-,0.0,-,0.0
885,1999,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,5,0.0,0.0,-,0.0,-,0.0
886,1999,Syrian Arab Rep.,SYR,Italy,ITA,21,0.0,0.0,-,0.0,-,0.0
887,1999,Syrian Arab Rep.,SYR,Netherlands (Kingdom of the),NLD,1654,0.0,0.0,-,0.0,-,0.0
888,1999,Syrian Arab Rep.,SYR,Norway,NOR,120,0.0,0.0,-,0.0,-,0.0
889,1999,Syrian Arab Rep.,SYR,Poland,POL,14,0.0,0.0,-,0.0,-,0.0
890,1999,Syrian Arab Rep.,SYR,Romania,ROU,14,0.0,0.0,-,0.0,-,0.0
877,1999,Slovenia,SVN,Serbia and Kosovo: S/RES/1244 (1999),SRB,3168,0.0,0.0,-,0.0,-,0.0
891,1999,Syrian Arab Rep.,SYR,Sweden,SWE,2419,0.0,0.0,-,0.0,-,0.0
893,1999,Syrian Arab Rep.,SYR,Ukraine,UKR,29,0.0,0.0,-,0.0,-,0.0
894,1999,United Rep. of Tanzania,TZA,Bulgaria,BGR,5,0.0,0.0,-,0.0,-,0.0
895,1999,United Rep. of Tanzania,TZA,United Kingdom of Great Britain and Northern Ireland,GBR,10,0.0,0.0,-,0.0,-,0.0
896,1999,United Rep. of Tanzania,TZA,Netherlands (Kingdom of the),NLD,13,0.0,0.0,-,0.0,-,0.0
897,1999,United Rep. of Tanzania,TZA,Norway,NOR,5,0.0,0.0,-,0.0,-,0.0
898,1999,United Rep. of Tanzania,TZA,Sweden,SWE,20,0.0,0.0,-,0.0,-,0.0
899,1999,Thailand,THA,Denmark,DNK,6,0.0,0.0,-,0.0,-,0.0
900,1999,Thailand,THA,Norway,NOR,5,0.0,0.0,-,0.0,-,0.0
901,1999,Thailand,THA,Sweden,SWE,54,0.0,0.0,-,0.0,-,0.0
902,1999,Thailand,THA,Switzerland,CHE,6,0.0,0.0,-,0.0,-,0.0
903,1999,Tajikistan,TJK,Austria,AUT,17,0.0,0.0,-,0.0,-,0.0
904,1999,Tajikistan,TJK,Belarus,BLR,9,0.0,0.0,-,0.0,-,0.0
905,1999,Tajikistan,TJK,Denmark,DNK,7,0.0,0.0,-,0.0,-,0.0
892,1999,Syrian Arab Rep.,SYR,Switzerland,CHE,109,0.0,0.0,-,0.0,-,0.0
876,1999,Slovenia,SVN,Malta,MLT,5,0.0,0.0,-,0.0,-,0.0
875,1999,Slovakia,SVK,Switzerland,CHE,11,0.0,0.0,-,0.0,-,0.0
874,1999,Slovakia,SVK,Netherlands (Kingdom of the),NLD,47,0.0,0.0,-,0.0,-,0.0
844,1999,Viet Nam,VNM,Ireland,IRL,5,0.0,0.0,-,0.0,-,0.0
845,1999,Viet Nam,VNM,Italy,ITA,15,0.0,0.0,-,0.0,-,0.0
846,1999,Viet Nam,VNM,Netherlands (Kingdom of the),NLD,1536,0.0,0.0,-,0.0,-,0.0
847,1999,Viet Nam,VNM,Norway,NOR,1402,0.0,0.0,-,0.0,-,0.0
848,1999,Viet Nam,VNM,Slovakia,SVK,12,0.0,0.0,-,0.0,-,0.0
849,1999,Viet Nam,VNM,Sweden,SWE,2410,0.0,0.0,-,0.0,-,0.0
850,1999,Viet Nam,VNM,Switzerland,CHE,3069,0.0,0.0,-,0.0,-,0.0
851,1999,Sudan,SDN,Austria,AUT,24,0.0,0.0,-,0.0,-,0.0
852,1999,Sudan,SDN,Belgium,BEL,22,0.0,0.0,-,0.0,-,0.0
853,1999,Sudan,SDN,Bulgaria,BGR,14,0.0,0.0,-,0.0,-,0.0
854,1999,Sudan,SDN,Cyprus,CYP,5,0.0,0.0,-,0.0,-,0.0
855,1999,Sudan,SDN,Denmark,DNK,106,0.0,0.0,-,0.0,-,0.0
856,1999,Sudan,SDN,Finland,FIN,22,0.0,0.0,-,0.0,-,0.0
857,1999,Sudan,SDN,France,FRA,245,0.0,0.0,-,0.0,-,0.0
858,1999,Sudan,SDN,United Kingdom of Great Britain and Northern Ireland,GBR,2000,0.0,0.0,-,0.0,-,0.0
859,1999,Sudan,SDN,Hungary,HUN,18,0.0,0.0,-,0.0,-,0.0
860,1999,Sudan,SDN,Ireland,IRL,13,0.0,0.0,-,0.0,-,0.0
861,1999,Sudan,SDN,Italy,ITA,138,0.0,0.0,-,0.0,-,0.0
862,1999,Sudan,SDN,Malta,MLT,10,0.0,0.0,-,0.0,-,0.0
863,1999,Sudan,SDN,Netherlands (Kingdom of the),NLD,2358,0.0,0.0,-,0.0,-,0.0
864,1999,Sudan,SDN,Norway,NOR,226,0.0,0.0,-,0.0,-,0.0
865,1999,Sudan,SDN,Poland,POL,22,0.0,0.0,-,0.0,-,0.0
867,1999,Sudan,SDN,Sweden,SWE,147,0.0,0.0,-,0.0,-,0.0
868,1999,Sudan,SDN,Switzerland,CHE,144,0.0,0.0,-,0.0,-,0.0
869,1999,Sudan,SDN,Ukraine,UKR,75,0.0,0.0,-,0.0,-,0.0
870,1999,Suriname,SUR,Netherlands (Kingdom of the),NLD,366,0.0,0.0,-,0.0,-,0.0
871,1999,Slovakia,SVK,Belgium,BEL,5,0.0,0.0,-,0.0,-,0.0
872,1999,Slovakia,SVK,Denmark,DNK,24,0.0,0.0,-,0.0,-,0.0
873,1999,Slovakia,SVK,France,FRA,42,0.0,0.0,-,0.0,-,0.0
842,1999,Viet Nam,VNM,United Kingdom of Great Britain and Northern Ireland,GBR,5,0.0,0.0,-,0.0,-,0.0
518,1999,Kenya,KEN,Switzerland,CHE,10,0.0,0.0,-,0.0,-,0.0
866,1999,Sudan,SDN,Romania,ROU,10,0.0,0.0,-,0.0,-,0.0
516,1999,Kenya,KEN,Norway,NOR,94,0.0,0.0,-,0.0,-,0.0
163,1999,Bosnia and Herzegovina,BIH,United Kingdom of Great Britain and Northern Ireland,GBR,65,0.0,0.0,-,0.0,-,0.0
164,1999,Bosnia and Herzegovina,BIH,Germany,DEU,50000,0.0,0.0,-,0.0,-,0.0
165,1999,Bosnia and Herzegovina,BIH,Croatia,HRV,24960,0.0,0.0,-,0.0,-,0.0
166,1999,Bosnia and Herzegovina,BIH,Hungary,HUN,7,0.0,0.0,-,0.0,-,0.0
167,1999,Bosnia and Herzegovina,BIH,Ireland,IRL,650,0.0,0.0,-,0.0,-,0.0
168,1999,Bosnia and Herzegovina,BIH,Italy,ITA,9,0.0,0.0,-,0.0,-,0.0
169,1999,Bosnia and Herzegovina,BIH,North Macedonia,MKD,200,0.0,0.0,-,0.0,-,0.0
170,1999,Bosnia and Herzegovina,BIH,Netherlands (Kingdom of the),NLD,23969,0.0,0.0,-,0.0,-,0.0
171,1999,Bosnia and Herzegovina,BIH,Norway,NOR,14268,0.0,0.0,-,0.0,-,0.0
172,1999,Bosnia and Herzegovina,BIH,Poland,POL,387,0.0,0.0,-,0.0,-,0.0
173,1999,Bosnia and Herzegovina,BIH,Romania,ROU,5,0.0,0.0,-,0.0,-,0.0
174,1999,Bosnia and Herzegovina,BIH,Serbia and Kosovo: S/RES/1244 (1999),SRB,198213,0.0,0.0,-,0.0,-,0.0
175,1999,Bosnia and Herzegovina,BIH,Slovakia,SVK,37,0.0,0.0,-,0.0,-,0.0
162,1999,Bosnia and Herzegovina,BIH,France,FRA,994,0.0,0.0,-,0.0,-,0.0
176,1999,Bosnia and Herzegovina,BIH,Slovenia,SVN,3122,0.0,0.0,-,0.0,-,0.0
178,1999,Bosnia and Herzegovina,BIH,Switzerland,CHE,7287,0.0,0.0,-,0.0,-,0.0
179,1999,Bosnia and Herzegovina,BIH,Ukraine,UKR,5,0.0,0.0,-,0.0,-,0.0
180,1999,Bulgaria,BGR,Austria,AUT,117,0.0,0.0,-,0.0,-,0.0
181,1999,Bulgaria,BGR,Belgium,BEL,21,0.0,0.0,-,0.0,-,0.0
182,1999,Bulgaria,BGR,Czechia,CZE,34,0.0,0.0,-,0.0,-,0.0
183,1999,Bulgaria,BGR,Denmark,DNK,15,0.0,0.0,-,0.0,-,0.0
184,1999,Bulgaria,BGR,Finland,FIN,37,0.0,0.0,-,0.0,-,0.0
185,1999,Bulgaria,BGR,France,FRA,208,0.0,0.0,-,0.0,-,0.0
186,1999,Bulgaria,BGR,United Kingdom of Great Britain and Northern Ireland,GBR,25,0.0,0.0,-,0.0,-,0.0
187,1999,Bulgaria,BGR,Iceland,ISL,5,0.0,0.0,-,0.0,-,0.0
188,1999,Bulgaria,BGR,Italy,ITA,23,0.0,0.0,-,0.0,-,0.0
189,1999,Bulgaria,BGR,Netherlands (Kingdom of the),NLD,77,0.0,0.0,-,0.0,-,0.0
190,1999,Bulgaria,BGR,Norway,NOR,10,0.0,0.0,-,0.0,-,0.0
177,1999,Bosnia and Herzegovina,BIH,Sweden,SWE,52472,0.0,0.0,-,0.0,-,0.0
191,1999,Bulgaria,BGR,Slovakia,SVK,8,0.0,0.0,-,0.0,-,0.0
161,1999,Bosnia and Herzegovina,BIH,Finland,FIN,359,0.0,0.0,-,0.0,-,0.0
159,1999,Bosnia and Herzegovina,BIH,Czechia,CZE,38,0.0,0.0,-,0.0,-,0.0
131,1999,Bangladesh,BGD,Norway,NOR,27,0.0,0.0,-,0.0,-,0.0
132,1999,Bangladesh,BGD,Sweden,SWE,597,0.0,0.0,-,0.0,-,0.0
133,1999,Bangladesh,BGD,Switzerland,CHE,14,0.0,0.0,-,0.0,-,0.0
134,1999,Bhutan,BTN,Belgium,BEL,5,0.0,0.0,-,0.0,-,0.0
135,1999,Bhutan,BTN,Denmark,DNK,5,0.0,0.0,-,0.0,-,0.0
136,1999,Bhutan,BTN,Netherlands (Kingdom of the),NLD,14,0.0,0.0,-,0.0,-,0.0
137,1999,Bhutan,BTN,Norway,NOR,5,0.0,0.0,-,0.0,-,0.0
138,1999,Bhutan,BTN,Poland,POL,5,0.0,0.0,-,0.0,-,0.0
139,1999,Bhutan,BTN,Sweden,SWE,5,0.0,0.0,-,0.0,-,0.0
140,1999,Burkina Faso,BFA,Belgium,BEL,7,0.0,0.0,-,0.0,-,0.0
141,1999,Burkina Faso,BFA,France,FRA,35,0.0,0.0,-,0.0,-,0.0
142,1999,Burkina Faso,BFA,Netherlands (Kingdom of the),NLD,8,0.0,0.0,-,0.0,-,0.0
143,1999,Burkina Faso,BFA,Sweden,SWE,6,0.0,0.0,-,0.0,-,0.0
160,1999,Bosnia and Herzegovina,BIH,Denmark,DNK,27344,0.0,0.0,-,0.0,-,0.0
144,1999,Belarus,BLR,Belgium,BEL,8,0.0,0.0,-,0.0,-,0.0
