,iyear,country_txt,region_txt,eventid,imonth,iday,approxdate,extended,resolution,country,region,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2961,2009,Croatia,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
2962,2009,Czech Republic,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
2969,2009,France,Western Europe,9,9,9,0,9,0,9,9,9,9,9,9,9,9,8,9,9,9,9,9,1,1,9,9,9,9,9,0,0,0,0,9,9,9,9,2,9,9,9,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,9,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,9,8,8,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,3,9,9,9,9,9,0
2971,2009,Germany,Western Europe,4,4,4,1,4,0,4,4,4,4,4,4,4,4,1,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,4,4,4,4,1,1,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,4,4,4,0
2972,2009,Greece,Western Europe,115,115,115,0,115,0,115,115,115,115,115,115,115,115,109,115,115,115,115,115,0,0,115,115,115,115,115,6,6,0,0,115,115,111,111,62,115,114,114,2,2,2,2,1,2,2,2,1,1,1,1,0,1,1,1,115,0,1,0,0,0,115,115,0,0,115,115,115,115,38,38,1,1,1,0,0,0,5,115,115,113,113,4,4,4,4,1,1,1,1,0,0,0,0,115,115,114,99,115,114,99,115,103,103,0,110,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,115,111,16,115,115,115,115,115,19
2975,2009,Hungary,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
2981,2009,Italy,Western Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,2,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,4,4,0,0,4,4,4,4,2,2,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,3,4,4,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,4,4,4,4,4,0
2984,2009,Kosovo,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
2987,2009,Macedonia,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0
2993,2009,Moldova,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
2996,2009,Netherlands,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3003,2009,Russia,Eastern Europe,152,152,152,0,152,2,152,152,151,152,152,152,152,152,152,152,152,152,152,152,4,4,152,152,152,152,152,11,11,0,0,152,152,144,144,74,152,151,151,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,152,7,0,0,0,0,151,151,0,0,152,152,152,152,7,7,0,0,0,0,0,0,5,152,152,149,149,9,9,9,9,0,0,0,0,0,0,0,0,149,152,151,147,152,151,147,152,113,113,0,119,152,7,7,2,5,0,0,6,0,0,0,0,0,7,7,7,3,148,145,35,152,152,152,152,152,4
3007,2009,Serbia,Eastern Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,3,3,1,1,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,3,3,3,3,3,0
3009,2009,Spain,Western Europe,21,21,21,0,21,0,21,21,21,21,21,21,21,21,15,21,21,21,21,21,0,0,21,21,21,21,21,2,2,0,0,21,21,20,20,8,20,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0,0,0,0,21,21,0,0,21,21,21,21,5,5,0,0,0,0,0,0,1,21,21,21,21,1,1,1,1,0,0,0,0,0,0,0,0,21,21,20,21,21,20,21,21,19,19,0,20,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,12,21,21,21,21,21,3
3012,2009,Sweden,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3017,2009,Ukraine,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,1,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,0
3018,2009,United Kingdom,Western Europe,23,23,23,0,23,0,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1,1,23,23,23,23,23,0,0,0,0,23,23,20,20,10,23,22,22,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,23,0,0,0,0,0,22,23,0,0,23,23,23,23,5,5,0,0,0,0,0,0,1,23,23,23,23,1,1,0,0,0,0,0,0,0,0,0,0,16,23,22,21,23,22,21,23,12,12,0,15,23,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,17,16,10,23,23,23,23,23,0
3031,2010,Belarus,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0
3032,2010,Bosnia-Herzegovina,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3042,2010,Denmark,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3046,2010,France,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,3,3,2
3048,2010,Germany,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3049,2010,Greece,Western Europe,49,49,49,1,49,0,49,49,49,49,49,49,49,49,43,49,49,49,49,49,0,0,49,49,49,49,49,0,0,0,0,49,49,48,48,41,49,49,49,3,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,49,0,2,0,1,0,49,49,0,0,49,49,49,49,25,25,2,1,1,1,0,0,1,49,49,49,49,0,0,0,0,0,0,0,0,0,0,0,0,49,49,49,49,49,49,49,49,30,30,0,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,42,30,49,49,49,49,49,16
3054,2010,Ireland,Western Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,4,4,0,0,0,0,4,4,4,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,4,4,4,4,4,0
3056,2010,Italy,Western Europe,10,10,10,0,10,0,10,10,10,10,10,10,10,10,9,10,10,10,10,10,0,0,10,10,10,10,10,0,0,0,0,10,10,10,10,7,10,10,10,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,10,4,1,0,0,0,10,10,0,0,10,10,10,10,6,6,1,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,4,4,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,9,10,10,10,10,10,4
3060,2010,Kosovo,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3068,2010,Netherlands,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3071,2010,Norway,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3075,2010,Poland,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3076,2010,Russia,Eastern Europe,251,251,251,1,251,3,251,251,251,251,251,251,251,251,251,251,251,251,251,251,3,3,251,251,251,251,251,15,15,1,1,251,251,248,248,137,251,247,247,23,23,23,23,9,23,23,23,3,3,3,3,0,3,3,3,251,6,0,0,0,0,251,251,0,0,251,251,251,251,5,5,0,0,0,0,0,0,0,251,251,249,249,18,18,18,18,0,0,0,0,0,0,0,0,251,251,251,251,251,251,251,251,131,131,0,167,251,5,5,2,3,0,0,4,0,0,0,0,0,5,5,5,23,251,251,154,251,251,251,251,251,16
3079,2010,Serbia,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3081,2010,Spain,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,3,3,3,0
3084,2010,Sweden,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,3,3,2,2,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,3,2
3091,2010,Ukraine,Eastern Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,2,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,3
3093,2010,United Kingdom,Western Europe,57,57,57,0,57,0,57,57,57,57,57,57,57,57,55,57,57,57,57,57,1,1,57,57,57,57,57,3,3,1,1,57,57,55,55,27,57,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,57,57,0,0,57,57,57,57,8,8,0,0,0,0,0,0,0,57,57,56,56,1,1,0,0,0,0,0,0,0,0,0,0,48,57,57,57,57,57,57,57,23,23,0,24,57,3,3,3,0,0,0,3,0,0,0,0,0,3,3,3,1,57,57,38,57,57,57,57,57,3
3101,2011,Austria,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3104,2011,Belarus,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3106,2011,Bosnia-Herzegovina,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3107,2011,Bulgaria,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
3114,2011,Czech Republic,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3119,2011,Estonia,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3121,2011,France,Western Europe,8,8,8,0,8,0,8,8,8,8,8,8,8,8,5,8,8,8,8,8,0,0,8,8,8,8,8,0,0,0,0,8,8,8,8,3,8,8,8,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,0,0,8,8,8,8,1,1,0,0,0,0,0,0,0,8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,7,8,8,8,4,4,0,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,8,3,8,8,8,8,8,0
3123,2011,Germany,Western Europe,8,8,8,0,8,0,8,8,8,8,8,8,8,8,7,8,8,8,8,8,1,1,8,8,8,8,8,0,0,0,0,8,8,8,8,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,0,0,8,8,8,8,3,3,0,0,0,0,0,0,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,1,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,6,8,8,8,8,8,0
3124,2011,Greece,Western Europe,11,11,11,0,11,0,11,11,11,11,10,10,11,11,9,11,11,11,11,11,0,0,11,11,11,11,11,0,0,0,0,11,11,10,10,9,11,11,11,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,11,0,0,11,11,11,11,0,0,0,0,0,0,0,0,0,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,11,7,7,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,5,11,11,11,11,11,2
3130,2011,Ireland,Western Europe,4,4,4,0,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,0,0,0,0,4,4,2,2,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,4,4,4,4,4,0
3132,2011,Italy,Western Europe,5,5,5,0,5,0,5,5,5,5,5,5,5,5,4,5,5,5,5,5,1,1,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,5,0,0,5,5,5,5,3,3,0,0,0,0,0,0,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,2,5,5,5,5,5,0
